Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
245356;-;;;ЯЛ-10;ЯЛ-6;Маломерное, несамоходное промысловое;/категория 4;Речной регистр;;;;;;;;;;;;01.01.1983;;;6.1;0;1.84;0;0;0;0;1.5;0;;0.89;0.5;;;;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
245357;;;;ПАПАЙ;Касатка 640;Маломерное, рыбопромысловое;категория 1;Речной регистр;;;;;;;;;;;;01.01.2005;;;6.4;5.58;1.9;0;0;0;0;0.5;2.09;;1.2;0.803;;Бензиновый;SUzuki DF115;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245358;;;;ВИКИНГ;Казанка;Маломерное, рыбопромысловое;/категория 3;Речной регистр;СССР;;;;;;;;;;;01.01.1986;;;5.45;0;2.28;0;0;0;0;0.45;1.65;;0.96;0.63;;Бензиновый;Mercury F90B;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245364;427;;;МОТОБОТ;-;Маломерное, промысловое;категория 4;Речной регистр;г.Ленинград;;;;;;;;;;;01.01.1981;;;7.45;0;2.8;0;0;0;0;0;1.73;;1.4;1.1;;Бензиновый;Yamaha 25BW;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245367;;;;СОЮЗ-СВ-19;Чибис;Маломерное, рыбопромысловое;/категория 1;Речной регистр;СССР;;;;;;;;;;;01.01.1982;;;7;6.31;2.2;0;0;0;0;0.5;3.13;;0.9;0.494;;Бензиновый;MErcury F115EXLPT;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245368;;;;БОЛЬШОЙ КОСТЕЛ-1;Чибис;Маломерное, рыбопромысловое;категория 1;Речной регистр;СССР;;;;;;;;;;;01.01.1983;;;7;6.31;1.8;0;0;0;0;0.5;3.14;;0.7;0.49;;Бензиновый;Mercury F150;;;;6;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245369;;;;КОСТЕЛ-1;Чибис;Маломерное, рыбопромысловое;категория 1;Речной регистр;СССР;;;;;;;;;;;01.01.1983;;;7;6.3;2.2;0;0;0;0;0.5;3.1;;0.7;0.49;;Бензиновый;Mercury 150;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245370;38;;;Анрида;Анрида-570;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Украина;;;;;;;;;;;01.01.2008;;;5.73;0;2.1;0;0;0;0;0.95;0;;1;0.6;;Бензиновый;Suzuki DF90;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245371;1101-817;;;Флагман-1;Борей-334;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.1991;;;7.5;0;2.1;0;0;0;0;1.5;0;;1;0.6;;Бензиновый;YAMAHA 200AET;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245373;7020;;;АКУЛА;Чибис 14100;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.1986;;;7.2;0;0;2.2;0;0;0;0.95;0;;1.2;0.58;;Бензиновый;Yamaha  F150;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245374;;;;Слава;Амур;Маломерное, рыбопромысловое;/категория 1;Речной регистр;СССР;;;;;;;;;;;01.01.1975;;;5.75;0;1.86;0;0;0;0;0.5;0;;0.83;0.497;;Бензиновый;Yamaha 115;;;;6;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245375;;;;СТЭЛС-777;Стелс;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Новоазовск;;;;;;;;;;;01.01.2014;;;8.4;0;2.6;0;0;0;0;4;7.24;;1.15;0.64;;Бензиновый;Suzuki DF250;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245378;;;;Р8136КВ;Касатка;Маломерное, промысловое;категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2007;;;6.2;0;2.2;0;0;0;0;0;0;;1.2;1;;Бензиновый;Mercury 250;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245379;TR-HYCEV033D412;;;BIZON;Evolution;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Турция;;;;;;;;;;;01.01.2014;;;10.84;0;3.84;0;0;0;0;1.1;3.4;;2.1;1.4;;Бензиновый;Suzuki DF250;;;;2;;;;10;;;;;;;0;;0;;;;0;0;;;;;
245380;;;;АЗОН;СШП-10/9;Маломерное, промысловое;категория 3;Речной регистр;г.Феодосия;;;;;;;;;;;01.01.1972;;;5.3;0;1.81;0;0;0;0;1.05;1.65;;0.85;0;;Бензиновый;Yamaha  F25;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245382;;;;Ч-17-02599;Касатка-710;Маломерное, промысловое;категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;7.1;0;2.2;0;0;0;0;0;0;;1.2;0.768;;Бензиновый;YAMAHA 200;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245383;00287;;;ФАНТОМ-5;Тунец-810;Маломерное, промысловое;/категория 3;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;8.1;0;2.46;0;0;0;0;0;0;;1.21;0.76;;Бензиновый;YAMAHA 100APXX;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245384;;;;МАНГУСТ 2;н/д;Маломерное, рыбопромысловое;/категория 0;Речной регистр;Украина;;;;;;;;;;;01.01.1998;;;8.6;7.27;2.55;0;0;0;0;0.5;2.86;;1.6;1.16;;Бензиновый;Yamaha;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245385;US-INPSB031B212;;;СИАМОНСТЕР (SEAMONSTER);"Seabrecher ""X""";Гидроцикл для перевозки пассажиров;категория 4;Речной регистр;США;;;;;;;;;;;01.01.2012;;;5.21;0;1.06;0;0;0;0;0;0;;1.5;0.685;;Бензиновый;Rotax 1503;;;;1;;;;1;;;;;;;0;;0;;;;0;0;;;;;
245386;;;;БРИЗ-1;Старкрафт;Маломерное, промысловое;категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2006;;;6.2;0;2.15;0;0;0;0;0;0;;1.1;0.6;;Бензиновый;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245392;609;;;Каролина;Касатка-820;Маломерное, промысловое;категория 1;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2017;;;8.25;0;2.2;0;0;0;0;0.5;1.41;;1.13;0.754;;Бензиновый;Yamaha F250 AETX;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
245393;0286;;;Дельфин-1;Тунец 760;Маломерное, промысловое судно;категория 1;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;7.6;0;2.35;0;0;0;0;0.5;0;;1.2;0.85;;Бензиновый;Yamaha 225;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245394;-;;;Касатка-850;Касатка-850;Маломерное промысловое судно;/категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2014;;;8.5;0;2.2;0;0;0;0;0.6;0;;1.1;0.71;;Бензиновый;Honda BF225А6;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245395;-;;;Молния-2;Волга;Маломерное, рыбопромысловое;/категория 3;Речной регистр;СССР;;;;;;;;;;;01.01.1985;;;8.48;0;1.85;0;0;0;0;0.5;0;;1.17;0.67;;Бензиновый;Suzuki 150;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245396;CN-DBGLR0011919;;;МИСТРАЛЬ;STORMLINE OCEAN DRIVE EXTRA 65;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;КНР;;;;;;;;;;;01.01.2019;;;6.5;5.3;2.75;1.8;0;0;0;0;1.97;;1;0.53;;Бензиновый;YAMAHA F130AET;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245397;;;;ЛОВЕЦ-1;Чибис;Маломерное промысловое судно;категория 3;Речной регистр, Fleetphoto;Сосновка;Сосновский судостроительный завод (предприятие п/я Г-4306); Сосновка;;Республика Крым  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1968;;;6.45;0;2.2;0;0;0;0;0.5;2.81;;1;0.584;;Бензиновый;Suzuki DF140;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245398;75-339;;;Р12-60ДД;Р12-60ДД;Маломерное промысловое судно;категория 4;Речной регистр;г.Оренбург;;;;;;;;;;;01.01.1975;;;4.65;4.3;1.7;1.58;0;0;0;0.47;0.6;;0.65;0.4;;Бензиновый;YAMAHA F15;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245399;001;;;СПАСАТЕЛЬНЫЙ;Касатка 700;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2020;;;6.98;0;2.38;0;0;0;0;1.2;2.25;;1.15;0.75;;Бензиновый;Yamaha 350AET;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245400;;;;КОСМОС;Касатка 700;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2020;;;6.98;0;2.38;0;0;0;0;0;2.25;;1.15;0.75;;Бензиновый;SuzukiDF300AP;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245401;00278АЦ;;;Фишер;Тунец-640;Маломерное промысловое судно;/категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2018;;;6.4;0;2.12;0;0;0;0;0;0;;1.1;0.75;;Бензиновый;SUZUKI DF 140;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245402;00286;;;Джокер;Шторм;Маломерное промысловое судно;/категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;6.4;0;2.4;0;0;0;0;0.5;0;;1.2;0.65;;Бензиновый;SUZUKI DF 140;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245403;00330АЦ;;;Еникале-8;Тунец-640;Маломерное промысловое судно;/категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;6.55;0;2.12;0;0;0;0;0.5;0;;1.1;0.75;;Бензиновый;SUZUKI DF 150;;;;5;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245404;-;;;Стрела;Стрела;Маломерное, рыбопромысловое;категория 1;Речной регистр;г.Комсомольск-на-Амуре;;;;;;;;;;;01.01.1990;;;7.36;0;2.1;0;0;0;0;0.5;0;;1.08;0.665;;Бензиновый;SUZUKI DF250;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245405;YAMSC107B111;;;ВОЛНА 20;Yamaha FAT110XRC;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;США;;;;;;;;;;;01.01.2011;;;6.43;0;2.6;0;0;0;0;0.67;3.51;;1.33;0.791;;Бензиновый;Yamaha;;;;1;;;;8;;;;;;;0;;0;;;;0;0;;;;;
245406;15;;;АКВАРЕЛЬ;Тактика 550К;Маломерное, рыбопромысловое;категория 3;Речной регистр;Сосновка;;;;;;;;;;;01.01.2019;;;5.45;0;2;0;0;0;0;0;0;;1;0.65;;Бензиновый;Mikatsu;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245407;CA-YDV33367G212;;;БАРАБУЛЬКА;Bombardier GTI SE;Гидроцикл для перевозки пассажиров;/категория 5;Речной регистр;Канада;;;;;;;;;;;01.01.2012;;;3.37;0;1.23;0;0;0;0;0.3;0;;0.6;0.3;;Бензиновый;Rotax;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
245408;;;;ГРАНД КРУИЗ;Чибис;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр, Fleetphoto;г.Сосновка;Сосновский судостроительный завод (предприятие п/я Г-4306); Сосновка;;Феодосия  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1976;;;6.4;0;2.1;0;0;0;0;0.9;2.94;;1;0.554;;Бензиновый;Yamaha F150 AETX;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245409;SCR90027A787;;;ТРАМОНТАНА;SPORT CRAFT 222;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;США;;;;;;;;;;;01.01.1987;;;7.4;0;2.35;0;0;0;0;0;3.29;;1.2;0.44;;Бензиновый;SUZUKI DF70;;;;1;;;;9;;;;;;;0;;0;;;;0;0;;;;;
245410;;;;СОВА-ВИКИНГ;н/у;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2004;;;4.2;0;1.64;0;0;0;0;0.24;0.64;;0.7;0.5;;Бензиновый;YAMAHA F50;;;;1;;;;3;;;;;;;0;;0;;;;0;0;;;;;
245413;00347АЦ;;;Молния-1;Тунец-800;Маломерное промысловое судно;/категория 1;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;8;0;2.3;0;0;0;0;1.2;0;;1.3;0.9;;Бензиновый;Suzuki DF200;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245414;JP-MLIT0306286C;;;Респект-1;Yamaha SR20C;Моторный катер для перевозки пассажиров;категория 3;Речной регистр;Япония;;;;;;;;;;;01.01.1990;;;6.3;0;2.3;0;0;0;0;0.5;0;;1.4;0.43;;Бензиновый;Suzuki DF250 TX;;;;1;;;;6;;;;;;;0;;0;;;;0;0;;;;;
245418;;;;SEA FOX;Касатка 700;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;7;0;2.25;0;0;0;0;1.2;2.29;;1.27;0;;Бензиновый;Suzuki DF200TX;;;;0;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245419;0210115;;;ЗИНУЛЯ;Yamaha FR23;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Япония;;;;;;;;;;;01.01.1987;;;6;0;2.25;0;0;0;0;0.6;2.61;;1.31;0.89;;Бензиновый;Yamaha F225FET;;;;1;;;;7;;;;;;;0;;0;;;;0;0;;;;;
245420;CA-YDV29715B909;;;BA0124RUS91;Bombardier GTI 130;Гидроцикл для перевозки пассажиров;категория 5;Речной регистр;Канада;;;;;;;;;;;01.01.2009;;;3.23;0;1.25;0;0;0;0;0;0;;0.6;0.3;;Бензиновый;Rotax;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
245421;CA-YDV04217A707;;;BA0146RUS91;Bobmbardier GTI 4TEC SE;Гидроцикл для перевозки пассажиров;категория 5;Речной регистр;Канада;;;;;;;;;;;01.01.2007;;;3.23;0;1.25;0;0;0;0;0;0;;0.6;0.3;;Бензиновый;ROTAX;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
245423;CA-YDV24263C808;;;ВЭЙК;BRPSee-Doo GTX Wake 155;Гидроцикл для перевозки пассажиров;категория 4;Речной регистр;Канада;;;;;;;;;;;01.01.2008;;;3.07;0;1.22;0;0;0;0;0;0;;1.13;0;;Бензиновый;Rotax;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
245424;;;;Еникале-75;б/п;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;СССР;;;;;;;;;;;01.01.1975;;;8.15;0;1.85;0;0;0;0;0.5;0;;1;0.59;;Дизельный;Д3900;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245425;US-LAR84487A707;;;RAMZES;LARSOB CABRIO 274;Маломерное, промысловое;/категория 3;Речной регистр;USA;;;;;;;;;;;01.01.2007;;;8.53;0;2.56;0;0;0;0;0.5;0;;1.7;1.5;;Бензиновый;MERCRUISERMCM 350 MAG MPI;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245426;00357АЦ;;;ПРАЙД;Касатка 700;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;7;0;2.25;0;0;0;0;0;0;;1.25;0.9;;Бензиновый;SuzukiDF225TX;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245427;;;;Зефир;н/у;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Украина;;;;;;;;;;;01.01.2007;;;9.56;0;2.4;0;0;0;0;1.2;4.9;;1.2;0.45;;Бензиновый;Suzuki;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245429;;;;ПОСЕЙДОН;БМК-130МЛ;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.1987;;;11;0;3.2;0;0;0;0;1.2;4.5;;1;0.65;;Бензиновый;Suzuki;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245430;0300123;;;АНЕЛЬ/ANEEL;YAMAHA SR20C;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Япония;;;;;;;;;;;01.01.1990;;;6.3;0;2.2;0;0;0;0;0;1.73;;1.1;0.8;;Бензиновый;Suzuki DF 175;;;;1;;;;7;;;;;;;0;;0;;;;0;0;;;;;
245433;;;;ЛИДИЯ;Тунец-800;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;8;0;2.3;0;0;0;0;0.5;3;;1.3;0.8;;Бензиновый;Suzuki DF225TX;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245448;;;;ОРАНЖ;б/н;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2016;;;8;0;4.5;0;0;0;0;0;2.79;;1.2;0.5;;Бензиновый;Mercury;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245449;;;;МОСКВА;MOTORIZED CRAFT;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2015;;;8;0;4.5;0;0;0;0;0;2.89;;1.2;0.49;;Бензиновый;Mercury;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245451;;;;ДОБРЫНЯ;CROSSWIND 210H;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.2009;;;6.6;0;2.5;0;0;0;0;0;1.78;;1.1;0.68;;Бензиновый;Yamaha200AET;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
245452;;;;Елена;MORE-30;Маломерное судно для перевозки пассажиров;категория 3;Речной регистр;Швеция;;;;;;;;;;;01.01.2020;;;9.1;0;3;0;0;0;0;1;5.02;;1.6;0.9;;Дизельный;Lifan 2v78f-2a;;;;1;;;;9;;;;;;;0;;0;;;;0;0;;;;;
245453;RU000A0113J0119;;;Ч-17-0298;Касатка 650 PRO;Маломерное, промысловое;категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;6.5;0;2.5;0;0;0;0;0.5;1.2;;0.94;0.57;;Бензиновый;Yamaha F200 AETX;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245454;023;;;ЗОЛОТОЙ;"КТМ-701 ""Курьер""";Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;г.Севастополь;;;;;;;;;;;01.01.2008;;;7.07;0;2.38;0;0;0;0;1.3;2.01;;1.07;0.6;;Бензиновый;Suzuki DF15;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245455;;;;BB0637RUS23;Тунец-620;Маломерное, промысловое;категория 3;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2013;;;6.2;0;2.05;0;0;0;0;0;0;;1.2;0.5;;Бензиновый;Yamaha 200HDPI;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245458;TR-BDEMO011D617;;;БИЗОН/BIZON;EMOTION;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Турция;;;;;;;;;;;01.01.2017;;;10.84;0;3.5;0;0;0;0;1;3.8;;1.85;1.1;;Дизельный;MerCruiser MD 4.2-320;;;;1;;;;9;;;;;;;0;;0;;;;0;0;;;;;
245459;;;;АНТАЛЬЯ / ANTALYA;н/о;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;;;;;;;;;;;;01.01.2011;;;11.97;0;4;0;0;0;0;0;13.4;;1.7;0.95;;Дизельный;IVECO F4GE0606A;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245460;;;;КЕМЕР / KEMER;н/о;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Турция;;;;;;;;;;;01.01.2011;;;11.97;0;4;0;0;0;0;1.1;13.4;;1.7;0.95;;Дизельный;IVECO F4GE0606A;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245461;н/у;;;ДОБРЫНЯ;Parasailing 34;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;г.Старый Оскол;;;;;;;;;;;01.01.2018;;;10.3;0;3.05;0;0;0;0;0.9;2.85;;1.56;0.618;;Дизельный;Mercruiser D 4.2L;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245463;-;;;BB0410RUS23;Нова-590;Маломерное, промысловое;категория 3;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;5.95;0;2;0;0;0;0;0;0;;1.03;0.67;;Бензиновый;Honda 150;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245467;621;;;ЭВРИКА;Касатка 650;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;г.Приморско-Ахтарск;;;;;;;;;;;01.01.2017;;;6.5;0;2.2;0;0;0;0;0;1.91;;1.15;0.6;;Бензиновый;YAMAHA F100FET;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245470;17824;;;УКЖ-8249к;Крым;Маломерное судно для перевозки пассажиров;категория 5;Речной регистр;г.Феодосия;;;;;;;;;;;01.01.1979;;;4.28;0;1.6;0;0;0;0;0;0;;0.65;0.4;;Бензиновый;Yamaha 55;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
245471;117;;;УКЖ-8669к;Ладога-2;Маломерное судно для перевозки пассажиров;категория 5;Речной регистр;г.Ленинрад;;;;;;;;;;;01.01.1996;;;4.65;0;1.95;0;0;0;0;0;0;;0.88;0.67;;Бензиновый;Yamaha-55;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
245472;000153;;;KA0170RUS91;Шторм;Маломерное промысловое судно;категория 3;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2017;;;9.3;0;2.8;0;0;0;0;0;0;;1.6;0.7;;Бензиновый;Suzuki 300 03F;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245475;US-YAMA0137A020;;;ШТОРМ;Yamaha VX 1800A-V;Гидроцикл для перевозки пассажиров;/категория 5;Речной регистр;США;;;;;;;;;;;01.01.2020;;;3.35;0;1.22;0;0;0;0;0.24;0;;1.19;0;;Бензиновый;Yamaha 6EW;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
245476;001;;273210990;АРГУС (ARGUS) - 1;М-86;Маломерное судно для перевозки пассажиров;/категория 3;Речной регистр, Fleetphoto;г.Санкт-Петербург;(Rus); (Россия);;Новороссийск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2013;;;8.6;0;2.97;0;0;0;0;2;2.5;;1.25;0.7;;Дизельный;MerCruiser QSD 4,2;;;;1;;;;7;;;;;;;0;;0;;;;0;0;;;;;
245478;104403Р;;;Ч-17-0300;Марин-630;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Россия;;;;;;;;;;;01.01.2003;;;6.3;5.42;2.4;1.92;0;0;0;0.5;2.12;;1.13;0.74;;Бензиновый;YAMAHA 200AETX;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245479;-;;;Султанка;н/у;Маломерное судно для перевозки пассажиров;категория 4;Речной регистр;Украина;;;;;;;;;;;01.01.1998;;;6.86;0;2.7;0;0;0;0;0.94;1.84;;1.05;0.7;;Дизельный;Craftsman Marine CM.216;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245480;7206;;;Архангел;14101;Маломерное судно для перевозки пассажиров;/категория 4;Речной регистр;Россия;;;;;;;;;;;01.01.1991;;;7;0;2.2;0;0;0;0;0.95;2.2;;1.2;0.58;;Бензиновый;YAMAHA F15DET;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
245481;;;;Калхида;Казанка-5;Маломерное, катер промысловый;категория 4;Речной регистр;г.Казань;;;;;;;;;;;01.01.1998;;;4.5;0;1.68;0;0;0;0;0.3;0.24;;0.72;0.4;;Бензиновый;Suzuki DT 300;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245482;00313АЦ;;;Каир-1;Тунец 750;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2019;;;7.5;0;2.17;0;0;0;0;0;0;;1.1;0.75;;;Yamaha 175;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245483;-;;;Спрут;Касатка-750;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;7.5;0;2.14;0;0;0;0;0;0;;1.1;0.716;;Бензиновый;Yamaha;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245484;811;;;Кальмар-21;Касатка-750;Маломерное, рыбопромысловое;категория 1;Речной регистр;;;;;;;;;;;;01.01.2020;;;7.5;0;2.1;0;0;0;0;0.5;0;;1.2;0.719;;Бензиновый;SUZUKI250;;;;6;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245485;;;;Кальмар-22;Шторм;Маломерное, рыбопромысловое;категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2020;;;7.1;0;2.2;0;0;0;0;0;0;;1.2;0.818;;Бензиновый;Suzuki DF225;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245486;;;;Санбот;Тунец-620;Маломерное, рыбопромысловое;/категория 1;Речной регистр;Приморско-Ахтарск;;;;;;;;;;;01.01.2010;;;6.2;0;2.05;0;0;0;0;0.5;0;;1.1;0.9;;Бензиновый;Suzuki 150;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
245487;;;;АМУР;АМУР;Маломерное, промысловое судно;категория 3;Речной регистр;г.Комсомольск-на-Амуре;;;;;;;;;;;01.01.1987;;;5;5.62;1.83;1.7;0;0;0;0.4;1.43;;0.93;0.54;;Бензиновый;Yamaha E55 CMH;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
