Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
208405;247;;273326260;Хивус-247;А 5;Маломерное судно, амфибийный катер разъездной;Рмс1,2/0,6СВП;Речной регистр, Fleetphoto;г. Нижний Новгород;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2011;;;7.2;5.2;3.1;2.5;10.7;0;0.5;0;1.6;;0.8;0.37;;Дизельный;IVECO F1C;;;;1;;;;5;;;;;;;0;;0;;;;0;2;;;;;
208406;188;;;Полой;А 8;Самоходное, амфибийный катер пассажирский;Рмс1,2/0,6СВП;Речной регистр, Fleetphoto;г. Ниж. Новгород;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Игарка  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2009;;;7.56;7.05;3.3;2.48;15.5;0;0.8;0;1.67;;0.44;0.4;;Бензиновый;TOYOTA 2 TR-FE;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
208408;189;;;189;А 8;Самоходное, амфибийный катер пассажирский;Рмс1,2/0,6СВП;Речной регистр, Fleetphoto;г. Ниж.Новгород;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Игарка  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2009;;;7.56;7.05;3.3;2.48;15.5;0;0.8;0;1.67;;0.44;0.4;;Бензиновый;TOYOTA 2 TR-FE;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
208429;000104;;;Гризли 580;Grizzly 580;Маломерное глиссирующее судно для перевозки пассажиров;КАТЕГОРИЯ 4;Речной регистр;Санкт-Петербург;;;;;;;;;;;01.01.2010;;;5.8;0;2.25;0;0;0;0;0;0;;0.9;0;;;Yamaha;;;;1;;;;5;;;;;;;0;;0;;;;0;0;;;;;
208432;;;;Барракуда 7;BARRACUDA 7;Маломерное судно для перевозки пассажиров;КАТЕГОРИЯ 2;Речной регистр;Польша;;;;;;;;;;;01.01.2013;;;6.57;0;2.64;0;0;0;0;0;0;;1.55;1.03;;Бензиновый;YAMAHA F200FET;;;;0;;;;7;;;;;;;0;;0;;;;0;0;;;;;
208433;;;;Антарес 7.80;ANTARES 7.80;Маломерное судно для перевозки пассажиров;КАТЕГОРИЯ 2;Речной регистр;Польша;;;;;;;;;;;01.01.2013;;;7.23;0;2.84;0;0;0;0;0;0;;1.64;0;;Бензиновый;HONDA;;;;7;;;;0;;;;;;;0;;0;;;;0;0;;;;;
208434;FR-SPBCT073L112;;;Флаер - 750;FLYER 750  CABRIO;Маломерное судно для перевозки пассажиров;КАТЕГОРИЯ 2;Речной регистр;Польша;;;;;;;;;;;01.01.2011;;;7.41;0;2.51;0;0;0;0;0;0;;1.51;0.96;;Бензиновый;HONDA;;;;0;;;;7;;;;;;;0;;0;;;;0;0;;;;;
208748;;;;Чулым;КС-100А, КС-100АЛ, КС-100АС, КС-100АСР;Самоходное, маломерное судно, допущенное к перевозке пассажиров, организованных групп людей;Р мс 1,2;Fleetphoto, Речной регистр;Кострома;Костромской судомеханический завод; Кострома;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;15.04.1984;;;11;10.9;3.02;2.79;19.81;0;6.19;0;7.18;;0.89;0.47;;Дизельный;ЯМЗ-238Г;;;;2;;;;5;;;;;;;0;;0;;;;0;2;;;;;
209689;4039;;;Нептун;БМК-130;Буксирный катер, маломерное судно;Рмс1,2;Речной регистр, Fleetphoto;г.Рыбинск;"Рыбинское судостроительное объединение ""Вымпел"" п/я А-7333"; Рыбинск;;Красноярск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1982;;;7.85;7.5;2.1;2;16;0;0.5;0.15;3.66;;1.4;0.8;;Дизельный;ЯАЗ-204В-СР;;;;1;;;;2;;;;;;;0;;0;;;;0;0;;;;;
210038;4198;;;4198;БМК-130М;Промысловое судно;Категория 3;Речной регистр, Fleetphoto;Рыбинск;"Рыбинское судостроительное объединение ""Вымпел"" п/я А-7333"; Рыбинск;;Новосибирск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1982;;;7.82;7.5;2.1;2;16;0;0.5;0;2.99;;1.4;0.81;;Дизельный;ЯАЗ-М204А;;;;2;;;;0;;;;;;;0;;0;;;;0;1;;;;;
210049;4209;;;Б-1302;БМК-130М;Буксирный т/х;Рмс0,6;Речной регистр, Fleetphoto;Рыбинск;"Рыбинское судостроительное объединение ""Вымпел"" п/я А-7333"; Рыбинск;;Пермь  ;РКО (РРР до 2022); Судьба не установлена ;;;;;01.01.1982;;;7.85;7.5;2.1;2;16;0;0.5;0.15;2.99;;1.4;0.8;;Дизельный;ЯАЗ-204В-ср;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
210069;4229;;;4229;БМК-130М;Катер, рыбопромысловый;Категория 3;Речной регистр, Fleetphoto;Рыбинск;"Рыбинское судостроительное объединение ""Вымпел"" п/я А-7333"; Рыбинск;;Новосибирск  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.1982;;;7.82;7.5;2.1;2;16;0;0.5;0;2.99;;1.4;0.81;;Дизельный;ЯАЗ-М204А;;;;2;;;;0;;;;;;;0;;0;;;;0;1;;;;;
214553;1;;;НПЗС №1 (блок секция №1);82311(БС-1);Бункеровочная нефтестанция, энергетический блок с Твсп.<60*С;Рмс1,2;Речной регистр, Fleetphoto;Астрахань;ОАО «ССРЗ им. III Интернационала»; Астрахань;;Астрахань  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2001;;;11;9.8;5.7;5.4;170.4;0;3.5;1;41.81;;2.4;1.5;;Дизельный;демонтаж 18.11.2021;;;;3;;;;0;;;;;;;0;;0;;;;0;2;;;;;
214694;;;;АН-2085;Бударка РБ-870, б/п;Моторная лодка, рыбопромысловое судно;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2012;;;8.77;8.67;1.52;1.42;0;0;0;1.5;0;;0.625;0.4;;Бензиновый;TOHATSU M15D2;;;;4;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214697;;;;АН-2084;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2010;;;8.7;8.7;1.54;1.54;0;0;0;1;0;;0.55;0.3;;Бензиновый;E15DMH 684K S;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214698;;;;АН-0994;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2009;;;8.4;8.4;1.4;1.4;0;0;0;1;0;;0.52;0.25;;Бензиновый;15FHM 684K S;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214699;;;;АН-1095;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2010;;;8.7;8.7;1.54;1.54;0;0;0;1;0;;0.55;0.25;;Бензиновый;15FMH 684K S;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214718;;;;АН-0989;"мотолодка ""Кулас"", б/п";Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1984;;;8.5;8.5;1.2;1.2;0;0;1;1;0;;0.8;0.25;;Бензиновый;Ямаха, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
214799;;;;АН-0832;Кулас, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1990;;;9.5;0;1.2;0;2.8;0;0;0.8;0;;0.75;0.35;;Бензиновый;YAMAHA 40 XMHL;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214800;;;;АН-0834;Прогресс-4;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1975;;;4.65;4.65;1.7;1.7;2.8;0;0;0.5;0;;0.75;0.35;;Дизельный;YAMAHA 30 HMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214801;;;;АН-0328;моторная лодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2000;;;9;9;1.5;1.5;3.7;0;0;1;0;;0.8;0.4;;Бензиновый;подвесной мотор YMAHA 15FMN;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214802;;;;АН-0326;"моторная лодка ""Кулас"", б/п";Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;9;9;1.7;1.7;0;0;0;1;0;;0.6;0.3;;Бензиновый;Suzuki DT15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214803;;;;АН-0327;моторная лодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2003;;;9;9;1.5;1.5;3.7;0;0;1;0;;0.6;0.3;;Бензиновый;Ямаха 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214804;;;;АН-0312;"моторная лодка ""Кулас"", б/п";Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;9;9;1.7;1.7;0;0;0;1;0;;0.6;0.3;;Бензиновый;Yamaha 5СMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214805;;;;АН-0329;"лодка ""Кулас"", б/п";Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;АСТРАХАНЬ;;;;;;;;;;;01.01.2007;;;9;9;1.7;1.7;0;0;0;1;0;;0.6;0.3;;Бензиновый;Yamaha 30 HMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214806;;;;АН-0311;моторная лодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1999;;;9;9;1.2;1.2;3.7;0;0;1;0;;0.6;0.3;;Бензиновый;SUZUKI  DT15 , подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214807;;;;АН-0323;моторная лодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2000;;;9;9;1.5;1.5;3.7;0;0;1;0;;0.8;0.4;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214813;;;;АН-0039;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2008;;;10;10;1.65;1.65;4.8;0;0;1.1;0;;0.6;0.5;;Бензиновый;Yamaha 15 FMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;5;;;;;
214814;;;;АН-0063;"""Кулас"", б/п";Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2006;;;9;9;1.55;1.55;4;0;0;1;0;;0.55;0.3;;Бензиновый;Yamaha 15 FMH, подвесной мотор;;;;2;;;;0;;;;;;;0;;0;;;;0;5;;;;;
214892;;;;АН-0230;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.5;8.5;1.5;1.5;4;0;0;1;0;;0.6;0.3;;Бензиновый;Suzuku, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214906;;;;АН-0215;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2010;;;8.7;8.7;1.54;1.54;3.7;0;0;1.8;0;;0.55;0.3;;Бензиновый;Yamaha, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214920;;;;АН-0232;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2006;;;8.5;8.5;1.5;1.5;0;0;0;1;0;;0.5;0.25;;Бензиновый;Yamaha, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214925;;;;АН-0239;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2006;;;8.5;8.5;1.4;1.4;2.8;0;0;1;0;;0.5;0.2;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214932;;;;АН-0240;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.7;8.7;1.65;1.65;3.9;0;0;0.7;0;;0.55;0.25;;Бензиновый;Yamaha 25, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214933;;;;АН-0241;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.7;8.7;1.65;1.65;3.9;0;0;0.7;0;;0.55;0.25;;Бензиновый;Yamaha 25, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214934;;;;АН-0271;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.5;8.5;1.5;1.5;4;0;0;1;0;;0.6;0.3;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214948;;;;АН-0255;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.5;8.5;1.5;1.5;4;0;0;1;0;;0.6;0.3;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214949;;;;АН-0254;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1980;;;8.5;8.5;1.4;1.4;4;0;0;0.7;0;;0.6;0.25;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214959;;;;АН-0244;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2012;;;8.7;8.7;1.54;1.54;4;0;0;0.7;0;;0.55;0.25;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214963;;;;АН-0077;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8.6;8.6;1.4;1.4;3.4;0;0;1.1;0;;0.58;0.45;;Бензиновый;Yamaha, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214964;;;;АН-0076;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.6;8.6;1.4;1.4;3.1;0;0;1.1;0;;0.52;0.42;;Бензиновый;Ветерок, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214965;;;;АН-0075;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.7;8.7;1.65;1.65;3.7;0;0;0.7;0;;0.55;0.3;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214966;;;;АН-0074;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1993;;;8.5;8.5;1.5;1.5;3.4;0;0;0.5;0;;0.7;0.25;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214967;;;;АН-0073;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2007;;;8.7;8.7;1.65;1.65;3.7;0;0;0.7;0;;0.55;0.3;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214968;;;;АН-0272;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.1998;;;8.5;8.5;1.5;1.5;3.4;0;0;0.5;0;;0.6;0.55;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214970;;;;АН-0164;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2004;;;8;8;1.5;1.5;2.8;0;0;0.8;0;;0.7;0.3;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214972;;;;АН-0166;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2005;;;8.05;8.05;1.6;1.6;1;0;0;0.6;0;;0.7;0.3;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214973;;;;АН-0167;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8.05;8.05;1.6;1.6;2.8;0;0;0.6;0;;0.6;0.3;;Бензиновый;подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214974;;;;АН-0168;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8.05;8.05;1.6;1.6;2.8;0;0;0.6;0;;0.6;0.3;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
214975;;;;АН-0169;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8;8;1.6;1.6;2.8;0;0;0.6;0;;0.6;0.3;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214977;;;;АН-0171;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8;8;1.5;1.5;2.8;0;0;0.6;0;;0.7;0.35;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214978;;;;АН-0172;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2005;;;8;8;1.5;1.5;2.8;0;0;0.6;0;;0.7;0.35;;Бензиновый;Yamaha 15, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
214979;;;;АН-0173;мотолодка, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астpахань;;;;;;;;;;;01.01.2005;;;8;8;1.5;1.5;2.8;0;0;0.6;0;;0.7;0.35;;Бензиновый;Yamaha 9,9, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
