Название судна;Регистровый номер;Номер ИМО;Бывшее название;Позывной;Порт приписки;Флаг;Символ класса;Переоборудование/модернизация существенного характера;Материал корпуса;Тип судна;Дата закладки киля;Дата постройки;Страна постройки;Строительный номер;Дата значительной части;Значительная часть;Валовая вместимость;Чистая вместимость;Дедвейт;Водоизмещение;Длина наибольшая (теоретическая);Длина габаритная;Длина расчетная;Ширина габаритная;Высота борта;Осадка;Скорость;Тип силовой установки;Главные двигатели;Количество и мощность ГЭД;Количество и тип движителя;Количество лопастей;Количество и мощность генераторов;Главные котлы;Холодильная установка;Рабочая температура;Хладагенты;Радио-навигационное оборудование;Количество и кубатура грузовых трюмов;Охлаждаемые грузовые помещения;Наливные танки;Количество и тип контейнеров;Количество палуб;Количество переборок;Число пассажиров коечные;Число пассажиров бескоечных;Спецперсонал;Грузовые люки (число и размер в свету);Стрелы;Краны;Запасы топлива;Типы топлива;Водяной балласт;Подогреватели;Характеристика снабжения;Категория якорных цепей;Калибр якорных цепей
ПАНДА;100730;9614024;PANDA;UBEI7;Новороссийск;Россия;KM(*) Ice2 [1] R1 AUT1-ICS FF3WS tug/escort tug/salvage ship;;Сталь;Буксир;01.12.2010;15.12.2011;Украина;503;;;412 MK-1969;124 MK-1969;180.000 т.;733 т.;30.87 м.;30.87 м.;28.10 м.;11.60 м.;5.45 м.;3.95 м.;12.май;Дизельная;Год постройки ГД: 2008 Страна постройки: США Фирма постройки ГД: CATERPILLAR INC. Количество и мощность ГД: 2*1500 Марка ГД: 3512B-HD;;2 - Винторулевая колонка;4;2* 86;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Электронная картографическая навигационно-информационная система (ЭКНИС) Эхолот;;;;;1.0;3.0;0.0;0.0;0.0;;;;118;Дизельное;31 m3;;205;Особой прочности;26.0
ПАНДАР;906772;9000235;PANDAR;UCHL;Архангельск;Россия;KM* L2 AUT1 Oil tanker (ESP);;Сталь;Нефтяной танкер;25.06.1990;03.05.1991;Германия;369;;;5025 MK-1969;2154 MK-1969;6810.000 т.;10017 т.;116.80 м.;116.80 м.;108.42 м.;20.20 м.;9.60 м.;7.50 м.;13.0;Дизельная;Год постройки ГД: 1991 Страна постройки: Норвегия Фирма постройки ГД: ПРОЧЕЕ ПРЕДПРИЯТИЕ Количество и мощность ГД: 1*2995 Марка ГД: BRM-8;;1 - Винт регулируемого шага;4;2* 604 1* 568;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Измеритель скорости поворота Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиолокационная станция со средством автоматической радиолокационной прокладки (РЛС САРП) Радиопеленгатор (тоже - РПП) ( (Не используется с 01.02.2009 года) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Упрощенный регистратор данных рейса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;13* 7553;;1;12;0;0;0;;;;522;Мазут;3802 m3;;910;Повышенной прочности;46.0
ПАНО-01;814246;8888094;ФОБУС;UGOR;Таганрог;Россия;KM* Ice1 R2-RSN(4,5);;Сталь;Генгруз;24.03.1981;31.07.1981;Румыния;128;;;2442 MK-1969;952 MK-1969;3154.000 т.;4375 т.;108.40 м.;108.40 м.;102.23 м.;15.00 м.;5.00 м.;3.26 м.;10.янв;Дизельная;Год постройки ГД: 1980 Страна постройки: Германия Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;3* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемоиндикатор ГНСС с ГЛОНАСС Радиолокационная станция (не СОЛАС) Радиопеленгатор (тоже - РПП) ( (Не используется с 01.02.2009 года) Радиостанция спасательных средств (не ГМССБ) (не используется) Радиотелеграфная станция (Не используется с 1999 года) Радиотелефонная станция ОВЧ (не ГМССБ) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;2*1070 2*1100;;;;1;8;0;0;0;4 - 11.0*15.4;;;80;Дизельное;1628 m3;;492;Обыкновенная;40.0
ПАНО-02;845973;8897198;РУБИ;UEAO;Таганрог;Россия;KM* Ice1 R2-RSN(4,5);;Сталь;Генгруз;20.04.1984;24.07.1985;СССР;36;;;2453 MK-1969;969 MK-1969;3197.000 т.;4375 т.;108.00 м.;108.00 м.;105.00 м.;14.80 м.;5.00 м.;3.26 м.;10.0;Дизельная;Год постройки ГД: 1984 Страна постройки: Германия Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;3* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*2601 2*8111 1*5801;;;;1;7;0;0;0;4 - 1.9*51.5;;;84;Дизельное;1669 m3;;550;Обыкновенная;40.0
ПАНО-03;814388;8899976;БЕРИЛ;UBYP;Таганрог;Россия;KM* Ice1 R2-RSN (4,5);;Сталь;Генгруз;08.10.1981;13.04.1982;Румыния;132;;;2454 MK-1969;969 MK-1969;3201.000 т.;4375 т.;108.40 м.;108.40 м.;105.00 м.;14.80 м.;5.00 м.;3.26 м.;10.0;Дизельная;Год постройки ГД: 1982 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;3* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1136 2*1191 1*1159;;;;1;8;0;0;0;4 - 15.4*11.0;;;70;Дизельное;1660 m3;;500;Повышенной прочности;40.0
ПАНО-04;794447;8866761;АМЕТИСТ;UDTS;Таганрог;Россия;KM* Ice1 R2-RSN (4,5);;Сталь;Генгруз;29.06.1979;01.10.1979;Румыния;116;;;2879 MK-1969;1358 MK-1969;3734.000 т.;4862 т.;108.40 м.;108.40 м.;102.14 м.;14.80 м.;5.00 м.;3.62 м.;10.0;Дизельная;Год постройки ГД: 1979 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;3* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник КВ буквопечатающей аппаратуры (не используется) Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиотелефонная станция ультравысоких частот (300-3000 Мгц) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1214 2*1287 1*1252;;;;1;8;0;0;0;4 - 15.5*11.0;;;76;Дизельное;1625 m3;;550;Обыкновенная;40.0
ПАНО-05;931327;9119361;СУРГУТ;UBRB;Астрахань;Россия;KM(*) L3 [1] R1;;Сталь;Генгруз;03.09.1993;04.08.1994;Россия;29;;;4110 MK-1969;1358 MK-1969;4916.000 т.;7306 т.;117.50 м.;117.50 м.;109.73 м.;16.56 м.;6.70 м.;4.77 м.;11.0;Дизельная;Год постройки ГД: 1993 Страна постройки: Германия Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*970 Марка ГД: 8NVDS 48A-3U;;2 - Винт фиксированного шага цельнолитой;3;3* 160;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Приемоиндикатор ГНСС с ГЛОНАСС Радиолокационная станция (не СОЛАС) Радиолокационная станция со средством автоматической радиолокационной прокладки (РЛС САРП) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Упрощенный регистратор данных рейса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1647 1*1738 1*1701;;;104;3;8;0;0;0;D 3 - 18.7*11.8;;;251;Дизельное, Моторное;1720 m3;ПТ;815;Обыкновенная;46.0
ПАНТЕРА;90121;9564786;PANTERA;UBRG9;Новороссийск;Россия;KM(*) Arc4 R1 AUT1 FF3WS escort tug;;Сталь;Буксир;26.05.2009;17.05.2010;Украина;601;;;395 MK-1969;118 MK-1969;134.000 т.;689 т.;30.87 м.;30.87 м.;27.80 м.;11.50 м.;5.45 м.;3.90 м.;14.0;Дизельная;Год постройки ГД: 2009 Страна постройки: США Фирма постройки ГД: CATERPILLAR INC. Количество и мощность ГД: 2*1865 Марка ГД: 3516B-HD;;2 - Винт регулируемого шага;4;2* 86;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии с ГНСС ГЛОНАСС Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство дистанционной передачи курса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;;;1.0;5.0;0.0;0.0;0.0;;;;132;Дизельное;0 m3;;210;Повышенной прочности;22.0
ПАРАТУНКА;771322;7733632;;UDKY;Петропавловск-Камчатский;Россия;KM(*) L3 fishing vessel;;Сталь;Рыболовное;21.12.1977;31.08.1978;СССР;104;;;172 MK-1969;51 MK-1969;87.000 т.;321 т.;33.97 м.;33.97 м.;30.00 м.;7.16 м.;3.65 м.;2.90 м.;09.янв;Дизельная;Год постройки ГД: 1983 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 1*224 Марка ГД: 8NVD 36-1U;;1 - Винт фиксированного шага цельнолитой;3;2* 86 1* 32;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии с ГНСС ГЛОНАСС Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);1*96;;;;1;6;0;0;0;1 - 1.3*1.7;;;20;Дизельное;0 m3;;127;Обыкновенная;22.0
ПАРНАС;836283;8304402;ПРОМЫСЛОВИК;UHBM;Невельск;Россия;(KM)* Fishing vessel;;Сталь;Рыболовное судно;01.04.1983;01.10.1983;Япония;896;;;821 MK-1969;281 MK-1969;523.000 т.;1307 т.;58.20 м.;58.20 м.;49.95 м.;9.80 м.;6.13 м.;3.96 м.;12.0;Дизельная;Год постройки ГД: 1983 Страна постройки: Япония Фирма постройки ГД: AKASAKA DIESELS LIMITED Количество и мощность ГД: 1*1914 Марка ГД: AH-40 AD;;1 - Винт регулируемого шага;4;2* 360;;;-30;R717;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;3* 641;;;2;4;0;0;0;Р 1 - 1.8*3.5Р 2 - 2.5*2.5;;;368;Дизельное;0 m3;;275;Обыкновенная;32.0
ПАРТИЗАНСК;870566;8700096;ТРОДОС;UCUK;Находка;Россия;KM(*) Arc5 (hull at d&lt=4.65 m) Ice3 (hull at d&lt=5.10 m) Arc4 (machimery) [1] (at d&lt=4.65 m) AUT1 oil tanker(ESP);;;Нефтеналивное;16.03.1987;27.02.1988;Финляндия;380;;;2966 MK-1969;923 MK-1969;2976.000 т.;5088 т.;97.40 м.;97.40 м.;90.44 м.;14.23 м.;6.50 м.;5.10 м.;13.май;Дизельная;"Год постройки ГД: 1987 Страна постройки: СССР Фирма постройки ГД: ""РУССКИЙ ДИЗЕЛЬ"", ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО Количество и мощность ГД: 1*2576 Марка ГД: 6ЧН 40/46";;1 - Винт регулируемого шага;4;1* 400 2* 300;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии с ГНСС ГЛОНАСС Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиолокационная станция со средством автоматической радиолокационной прокладки (РЛС САРП) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция системы ГМССБ с ГНСС ГЛОНАСС Судовая система охранного оповещения с ГНСС ГЛОНАСС Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;13* 3314;;1;9;0;0;0;;;;308;Дизельное, Мазут, Моторное;1315 m3;ПТПБПГ;782;Повышенной прочности;44.0
ПАРТНЕР-1;80113;;;;Новороссийск;Россия;K(*) R2-RSN pontoon for transportation services;;;Понтон;21.03.2008;28.08.2008;Россия;507;;;1117 MK-1969;384 MK-1969;2043.000 т.;2657 т.;68.27 м.;68.27 м.;63.55 м.;16.90 м.;3.60 м.;2.70 м.;0.0;Несамоходное;;;;0;;;;;;;;;;;1.0;6.0;0.0;0.0;0.0;;;;0;;0 m3;;341;Повышенной прочности;34.0
ПАРТНЕР-2;80240;;;;Новороссийск;Россия;K(*) R2-RSN pontoon for transportation services;;;Понтон;21.06.2008;19.09.2008;Россия;508;;;1117 MK-1969;384 MK-1969;2037.000 т.;2657 т.;68.27 м.;68.27 м.;63.55 м.;16.90 м.;3.60 м.;1.00 м.;6.0;Несамоходное;;;;0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;0;;0 m3;;341;Повышенной прочности;34.0
ПАСИФИК ХАНТЕР;867351;8519667;PACIFIC HUNTER;UBEV4;Владивосток;Россия;KM* Ice1 (hull, machinery) Fishing vessel;;;Рыболовное судно;04.12.1985;14.12.1986;Швеция;133;;;2190;657;2118.790 т.;4152 т.;67.35 м.;67.35 м.;59.47 м.;14.50 м.;8.35 м.;7.20 м.;12.май;Дизельная;Год постройки ГД: 1986 Страна постройки: Финляндия Фирма постройки ГД: WARTSILA FINLAND OY Количество и мощность ГД: 1*3375 Марка ГД: 9R 32D;;1 - Винт регулируемого шага;4;2* 368 1* 400 1* 1656;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;7* 2238;;;2;5;;;;Р 8 - 1.2*1.2;;;499;Дизельное;;;;;
ПАСИФИКОС;30843;9288930;PACIFICOS;UBIY4;Большой порт Санкт-Петербург;Россия;KM* IA [2] AUT1 LI SI IGS-IG COW CCO BWM(T) ERS Oil tanker (ESP);;Сталь;Нефтяной танкер;20.11.2003;19.04.2004;Корея;392;;;23271 MK-1969;10126 MK-1969;37178.000 т.;46003 т.;182.30 м.;182.30 м.;173.79 м.;27.34 м.;16.70 м.;11.20 м.;15.фев;Дизельная;Год постройки ГД: 2003 Страна постройки: Корея Фирма постройки ГД: Количество и мощность ГД: 1*11060 Марка ГД: 7S50MC-C;;1 - Винт фиксированного шага цельнолитой;4;3* 740;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиолокационная станция со средством автоматической радиолокационной прокладки (РЛС САРП) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Регистратор данных рейса Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Электронная картографическая навигационно-информационная система (ЭКНИС) Эхолот;;;12* 84748;;1;8;;;;;;;1350;Дизельное;18522 m3;ПГ;;Особой прочности;66.0
ПАССАТ;832437;8228660;;;Владивосток;Россия;KM(*) [1] R3 passenger ship;;Сталь;Пассажирское бескоечное;24.11.1983;20.09.1984;СССР;27;;;124;37;20.000 т.;85 т.;28.70 м.;28.70 м.;27.00 м.;6.35 м.;2.50 м.;1.48 м.;10.апр;Дизельная;"Год постройки ГД: 1988 Страна постройки: СССР Фирма постройки ГД: Акционерное общество Холдинговая Компания ""Барнаултрансмаш"" Количество и мощность ГД: 1*110 Марка ГД: 3Д6СГод постройки ГД: 1992 Страна постройки: СССР Фирма постройки ГД: Акционерное общество Холдинговая Компания ""Барнаултрансмаш"" Количество и мощность ГД: 1*110 Марка ГД: 3Д6С";;2 - Винт фиксированного шага цельнолитой;4;2* 1;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Командно-трансляционное устройство Магнитный компас Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Устройство дистанционной передачи курса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);;;;;1.0;6.0;0.0;180.0;0.0;;;;1;Дизельное;0 m3;;65;Обыкновенная;15.0
ПАТРИА;970827;9159921;PATRIA;UBVP6;Холмск;Россия;KM* Ice1 AUT1 ro-ro ship;;;Накатное/Контейнерное;17.06.1997;18.05.1999;Турция;20;;;5825 MK-1969;2545 MK-1969;5795.000 т.;8737 т.;101.08 м.;101.08 м.;94.40 м.;18.70 м.;10.15 м.;6.93 м.;15.0;Дизельная;Год постройки ГД: 1997 Страна постройки: Германия Фирма постройки ГД: MAN B&W DIESEL A/S Количество и мощность ГД: 1*4500 Марка ГД: 9L 32/40;;1 - Винт регулируемого шага;4;2* 260 1* 544 1* 275;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Приемоиндикатор ГНСС с ГЛОНАСС Радиолокационная станция (не СОЛАС) Радиолокационная станция со средством автоматической радиолокационной прокладки (РЛС САРП) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Упрощенный регистратор данных рейса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;;619.0;2.0;6.0;0.0;0.0;;1 - 70.3*15.2;;2*150;678;Дизельное, Мазут;;;;Особой прочности;46.0
ПАТРОКЛ;906217;9012276;NICKEL MARU NO.10;;Владивосток;Россия;KM* L3 R3 oil tanker(ESP);;;Нефтеналивное;11.09.1990;08.01.1991;Япония;1115;;;741 MK-1969;335 MK-1969;1210.000 т.;1820 т.;64.75 м.;64.75 м.;61.00 м.;10.30 м.;4.50 м.;4.10 м.;11.фев;Дизельная;Год постройки ГД: 1990 Страна постройки: Япония Фирма постройки ГД: NIIGATA DIESEL Количество и мощность ГД: 1*736 Марка ГД: 6M 28 BGT;;1 - Винт фиксированного шага цельнолитой;4;2* 200 1* 50;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;8* 1230;;1;9;0;0;0;;;;46;Дизельное, Мазут;284 m3;;259;Повышенной прочности;32.0
ПД-0002;886239;;;;Мурманск;Россия;KE(*) Floating dock;;Сталь;Плавучее стоечное сооружение;03.11.1988;23.05.1990;Польша;2;;;22897 MK-1969;6869 MK-1969;28403.000 т.;41637 т.;207.00 м.;207.00 м.;186.25 м.;45.00 м.;22.60 м.;5.00 м.;0.0;Несамоходное;;;;0;3* 800 1* 320;;;;;;;;;;5.0;7.0;0.0;0.0;0.0;;;2*25.0 1*10.0;0;Дизельное, Мазут;52469 m3;;0;Повышенной прочности;0.0
